"Amtlicher
Regional-
schlüssel (ARS)","Amtlicher
Gemeinde-schlüssel (AGS)"
71435010028,7143028
71435010042,7143042
71435010047,7143047
71435010049,7143049
71435010060,7143060
71435010070,7143070
71435010073,7143073
71435010081,7143081
71435010275,7143275
7211,
72110000000,7211000
7231,
72310134134,7231134
72310502502,7231502
72315001,
72315001008,7231008
72315001012,7231012
72315001016,7231016
72315001030,7231030
72315001040,7231040
72315001041,7231041
72315001056,7231056
72315001066,7231066
72315001070,7231070
72315001071,7231071
72315001075,7231075
72315001076,7231076
72315001077,7231077
72315001081,7231081
72315001086,7231086
72315001087,7231087
72315001090,7231090
72315001092,7231092
72315001105,7231105
72315001125,7231125
72315001126,7231126
72315001133,7231133
72315001136,7231136
72315006,
72315006006,7231006
72315006017,7231017
72315006018,7231018
72315006019,7231019
72315006032,7231032
72315006035,7231035
72315006042,7231042
72315006054,7231054
72315006058,7231058
72315006064,7231064
72315006078,7231078
72315006079,7231079
72315006083,7231083
72315006093,7231093
72315006112,7231112
72315006115,7231115
72315006122,7231122
72315006123,7231123
72315006202,7231202
72315006203,7231203
72315006204,7231204
72315008,
72315008001,7231001
72315008003,7231003
72315008007,7231007
72315008009,7231009
72315008010,7231010
72315008013,7231013
72315008021,7231021
72315008022,7231022
72315008023,7231023
72315008024,7231024
72315008025,7231025
72315008026,7231026
72315008031,7231031
72315008036,7231036
72315008037,7231037
72315008044,7231044
72315008046,7231046
72315008049,7231049
72315008050,7231050
72315008051,7231051
72315008053,7231053
72315008062,7231062
72315008065,7231065
72315008069,7231069
72315008074,7231074
72315008080,7231080
72315008082,7231082
72315008085,7231085
72315008091,7231091
72315008095,7231095
72315008096,7231096
72315008100,7231100
72315008101,7231101
72315008103,7231103
72315008104,7231104
72315008107,7231107
72315008108,7231108
72315008111,7231111
72315008113,7231113
72315008114,7231114
72315008116,7231116
72315008117,7231117
72315008127,7231127
72315008503,7231503
72315008504,7231504
72315009,
72315009004,7231004
72315009005,7231005
72315009014,7231014
72315009020,7231020
72315009029,7231029
72315009033,7231033
72315009057,7231057
72315009067,7231067
72315009068,7231068
72315009072,7231072
72315009110,7231110
72315009120,7231120
72315009124,7231124
72315009132,7231132
72315009206,7231206
72315009501,7231501
7232,
72320018018,7232018
72325001,
72325001201,7232201
72325001211,7232211
72325001212,7232212
72325001213,7232213
72325001214,7232214
72325001217,7232217
72325001220,7232220
72325001221,7232221
72325001229,7232229
72325001233,7232233
72325001234,7232234
72325001240,7232240
72325001245,7232245
72325001246,7232246
72325001247,7232247
72325001248,7232248
72325001249,7232249
72325001253,7232253
72325001254,7232254
72325001255,7232255
72325001258,7232258
72325001259,7232259
72325001260,7232260
72325001261,7232261
72325001262,7232262
72325001263,7232263
72325001264,7232264
72325001267,7232267
72325001270,7232270
72325001277,7232277
72325001285,7232285
72325001287,7232287
72325001291,7232291
72325001293,7232293
72325001294,7232294
72325001297,7232297
72325001298,7232298
72325001301,7232301
72325001309,7232309
72325001310,7232310
72325001315,7232315
72325001322,7232322
72325001333,7232333
72325005,
72325005001,7232001
72325005002,7232002
72325005003,7232003
72325005004,7232004
72325005005,7232005
72325005008,7232008
72325005011,7232011
72325005012,7232012
72325005016,7232016
72325005019,7232019
72325005022,7232022
72325005025,7232025
72325005028,7232028
72325005031,7232031
72325005033,7232033
72325005037,7232037
72325005038,7232038
72325005040,7232040
72325005041,7232041
72325005042,7232042
72325005047,7232047
72325005049,7232049
72325005053,7232053
72325005054,7232054
72325005056,7232056
72325005059,7232059
72325005063,7232063
72325005064,7232064
72325005065,7232065
72325005066,7232066
72325005067,7232067
72325005068,7232068
72325005069,7232069
72325005072,7232072
72325005073,7232073
72325005078,7232078
72325005080,7232080
72325005082,7232082
72325005084,7232084
72325005085,7232085
72325005088,7232088
72325005089,7232089
72325005090,7232090
72325005093,7232093
72325005094,7232094
72325005095,7232095
72325005096,7232096
72325005102,7232102
72325005103,7232103
72325005106,7232106
72325005108,7232108
72325005110,7232110
72325005112,7232112
72325005114,7232114
72325005116,7232116
72325005117,7232117
72325005121,7232121
72325005122,7232122
72325005127,7232127
72325005128,7232128
72325005130,7232130
72325005131,7232131
72325005132,7232132
72325005138,7232138
72325005218,7232218
72325005225,7232225
72325006,
72325006202,7232202
72325006206,7232206
72325006207,7232207
72325006208,7232208
72325006209,7232209
72325006216,7232216
72325006222,7232222
72325006223,7232223
72325006224,7232224
72325006226,7232226
72325006227,7232227
72325006230,7232230
72325006231,7232231
72325006236,7232236
72325006238,7232238
72325006250,7232250
72325006256,7232256
72325006265,7232265
72325006266,7232266
72325006271,7232271
72325006272,7232272
72325006276,7232276
72325006279,7232279
72325006280,7232280
72325006283,7232283
72325006284,7232284
72325006288,7232288
72325006290,7232290
72325006292,7232292
72325006295,7232295
72325006296,7232296
72325006300,7232300
72325006302,7232302
72325006304,7232304
72325006305,7232305
72325006307,7232307
72325006308,7232308
72325006318,7232318
72325006320,7232320
72325006321,7232321
72325006327,7232327
72325006328,7232328
72325006329,7232329
72325006332,7232332
72325007,
72325007006,7232006
72325007010,7232010
72325007050,7232050
72325007055,7232055
72325007104,7232104
72325007107,7232107
72325007123,7232123
72325007289,7232289
72325007311,7232311
72325008,
72325008007,7232007
72325008009,7232009
72325008013,7232013
72325008014,7232014
72325008015,7232015
72325008017,7232017
72325008020,7232020
72325008024,7232024
72325008026,7232026
72325008027,7232027
72325008029,7232029
72325008030,7232030
72325008032,7232032
72325008034,7232034
72325008035,7232035
72325008036,7232036
72325008039,7232039
72325008043,7232043
72325008044,7232044
72325008045,7232045
72325008046,7232046
72325008048,7232048
72325008057,7232057
72325008058,7232058
72325008060,7232060
72325008061,7232061
72325008062,7232062
72325008070,7232070
72325008071,7232071
72325008074,7232074
72325008075,7232075
72325008076,7232076
72325008077,7232077
72325008079,7232079
72325008081,7232081
72325008083,7232083
72325008086,7232086
72325008087,7232087
72325008091,7232091
72325008092,7232092
72325008097,7232097
72325008098,7232098
72325008099,7232099
72325008100,7232100
72325008101,7232101
72325008105,7232105
72325008109,7232109
72325008111,7232111
72325008113,7232113
72325008115,7232115
72325008118,7232118
72325008119,7232119
72325008120,7232120
72325008124,7232124
72325008125,7232125
72325008126,7232126
72325008129,7232129
72325008133,7232133
72325008134,7232134
72325008135,7232135
72325008137,7232137
72325008203,7232203
72325008210,7232210
72325008228,7232228
72325008273,7232273
72325008282,7232282
72325008306,7232306
72325008313,7232313
72325008331,7232331
72325008501,7232501
72325008502,7232502
7233,
72335001,
72335001006,7233006
72335001008,7233008
72335001011,7233011
72335001014,7233014
72335001016,7233016
72335001017,7233017
72335001018,7233018
72335001020,7233020
72335001021,7233021
72335001025,7233025
72335001027,7233027
72335001030,7233030
72335001031,7233031
72335001034,7233034
72335001039,7233039
72335001040,7233040
72335001042,7233042
72335001043,7233043
72335001046,7233046
72335001049,7233049
72335001052,7233052
72335001055,7233055
72335001061,7233061
72335001062,7233062
72335001063,7233063
72335001064,7233064
72335001065,7233065
72335001067,7233067
72335001068,7233068
72335001070,7233070
72335001071,7233071
72335001074,7233074
72335001075,7233075
72335001077,7233077
72335001079,7233079
72335001081,7233081
72335001084,7233084
72335001501,7233501
72335004,
72335004003,7233003
72335004010,7233010
72335004032,7233032
72335004037,7233037
72335004048,7233048
72335004201,7233201
72335004202,7233202
72335004203,7233203
72335004205,7233205
72335004206,7233206
72335004207,7233207
72335004208,7233208
72335004210,7233210
72335004212,7233212
72335004213,7233213
72335004215,7233215
72335004216,7233216
72335004217,7233217
72335004218,7233218
72335004220,7233220
72335004221,7233221
72335004222,7233222
72335004224,7233224
72335004225,7233225
72335004226,7233226
72335004228,7233228
72335004230,7233230
72335004233,7233233
72335004234,7233234
72335004236,7233236
72335004242,7233242
72335004243,7233243
72335004244,7233244
72335006,
72335006002,7233002
72335006004,7233004
72335006005,7233005
72335006007,7233007
72335006019,7233019
72335006022,7233022
72335006023,7233023
72335006026,7233026
72335006028,7233028
72335006029,7233029
72335006033,7233033
72335006035,7233035
72335006036,7233036
72335006038,7233038
72335006041,7233041
72335006050,7233050
72335006053,7233053
72335006054,7233054
72335006056,7233056
72335006058,7233058
72335006060,7233060
72335006076,7233076
72335006080,7233080
72335006083,7233083
72335006204,7233204
72335006209,7233209
72335006211,7233211
72335006214,7233214
72335006219,7233219
72335006223,7233223
72335006227,7233227
72335006229,7233229
72335006232,7233232
72335006235,7233235
72335006237,7233237
72335006239,7233239
72335006240,7233240
72335006241,7233241
7235,
72355001,
72355001005,7235005
72355001008,7235008
72355001014,7235014
72355001030,7235030
72355001035,7235035
72355001036,7235036
72355001045,7235045
72355001047,7235047
72355001092,7235092
72355001093,7235093
72355001112,7235112
72355001114,7235114
72355001153,7235153
72355003,
72355003055,7235055
72355003068,7235068
72355003095,7235095
72355003096,7235096
72355003101,7235101
72355003106,7235106
72355003132,7235132
72355003133,7235133
72355003143,7235143
72355003144,7235144
72355003146,7235146
72355003148,7235148
72355004,
72355004010,7235010
72355004021,7235021
72355004037,7235037
72355004038,7235038
72355004044,7235044
72355004046,7235046
72355004050,7235050
72355004056,7235056
72355004070,7235070
72355004080,7235080
72355004085,7235085
72355004090,7235090
72355004100,7235100
72355004103,7235103
72355004107,7235107
72355004116,7235116
72355004124,7235124
72355004129,7235129
72355004135,7235135
72355004141,7235141
72355006,
72355006004,7235004
72355006015,7235015
72355006019,7235019
72355006022,7235022
72355006026,7235026
72355006060,7235060
72355006063,7235063
72355006067,7235067
72355006074,7235074
72355006077,7235077
72355006078,7235078
72355006083,7235083
72355006091,7235091
72355006108,7235108
72355006115,7235115
72355006120,7235120
72355006125,7235125
72355006134,7235134
72355006207,7235207
72355007,
72355007001,7235001
72355007027,7235027
72355007048,7235048
72355007051,7235051
72355007069,7235069
72355007073,7235073
72355007094,7235094
72355007111,7235111
72355007137,7235137
72355007151,7235151
72355007501,7235501
72355008,
72355008002,7235002
72355008003,7235003
72355008025,7235025
72355008028,7235028
72355008033,7235033
72355008040,7235040
72355008043,7235043
72355008052,7235052
72355008057,7235057
72355008058,7235058
72355008062,7235062
72355008072,7235072
72355008081,7235081
72355008082,7235082
72355008098,7235098
72355008104,7235104
72355008105,7235105
72355008118,7235118
72355008119,7235119
72355008122,7235122
72355008123,7235123
72355008126,7235126
72355008131,7235131
72355008136,7235136
72355008140,7235140
72355008142,7235142
72355008149,7235149
72355008152,7235152
72355008154,7235154
7311,
73110000000,7311000
7312,
73120000000,7312000
7313,
73130000000,7313000
7314,
73140000000,7314000
7315,
73150000000,7315000
7316,
73160000000,7316000
7317,
73170000000,7317000
7318,
73180000000,7318000
7319,
73190000000,7319000
7320,
73200000000,7320000
7331,
73310003003,7331003
73315001,
73315001001,7331001
73315001005,7331005
73315001007,7331007
73315001008,7331008
73315001010,7331010
73315001012,7331012
73315001014,7331014
73315001020,7331020
73315001021,7331021
73315001022,7331022
73315001024,7331024
73315001025,7331025
73315001026,7331026
73315001027,7331027
73315001031,7331031
73315001032,7331032
73315001042,7331042
73315001043,7331043
73315001044,7331044
73315001050,7331050
73315001051,7331051
73315001052,7331052
73315001053,7331053
73315001067,7331067
73315002,
73315002002,7331002
73315002018,7331018
73315002034,7331034
73315002038,7331038
73315002045,7331045
73315003,
73315003023,7331023
73315003041,7331041
73315003046,7331046
73315003047,7331047
73315003048,7331048
73315003054,7331054
73315003066,7331066
73315005,
73315005017,7331017
73315005030,7331030
73315005035,7331035
73315005060,7331060
73315005062,7331062
73315005070,7331070
73315005072,7331072
73315005075,7331075
73315006,
73315006004,7331004
73315006019,7331019
73315006029,7331029
73315006033,7331033
73315006056,7331056
73315006058,7331058
73315006059,7331059
73315006061,7331061
73315006063,7331063
73315006064,7331064
73315006065,7331065
73315006068,7331068
73315006073,7331073
73315007,
73315007006,7331006
73315007009,7331009
73315007011,7331011
73315007015,7331015
73315007028,7331028
73315007036,7331036
73315007037,7331037
73315007039,7331039
73315007049,7331049
73315007055,7331055
73315007071,7331071
7332,
73320002002,7332002
73320024024,7332024
73320025025,7332025
73325001,
73325001009,7332009
73325001017,7332017
73325001035,7332035
73325001039,7332039
73325001043,7332043
73325002,
73325002005,7332005
73325002008,7332008
73325002015,7332015
73325002019,7332019
73325002026,7332026
73325002028,7332028
73325002049,7332049
73325002050,7332050
73325005,
73325005014,7332014
73325005016,7332016
73325005018,7332018
73325005032,7332032
73325005034,7332034
73325005037,7332037
73325005048,7332048
73325006,
73325006013,7332013
73325006020,7332020
73325006022,7332022
73325006046,7332046
73325007,
73325007001,7332001
73325007003,7332003
73325007004,7332004
73325007006,7332006
73325007007,7332007
73325007010,7332010
73325007012,7332012
73325007021,7332021
73325007023,7332023
73325007027,7332027
73325007029,7332029
73325007030,7332030
73325007031,7332031
73325007033,7332033
73325007036,7332036
73325007038,7332038
73325007040,7332040
73325007041,7332041
73325007042,7332042
